date,market,category,commodity,unit,price,H-date
2/15/2020,Irbid,vegetables and fruits,Apples (red),KG,1.5,2/15/2020
2/15/2020,Irbid,vegetables and fruits,Bananas,KG,1.12,2/15/2020
2/15/2020,Irbid,vegetables and fruits,Cucumbers,KG,0.69,2/15/2020
2/15/2020,Irbid,vegetables and fruits,Garlic,KG,2.93,2/15/2020
2/15/2020,Irbid,vegetables and fruits,Onions,KG,0.75,2/15/2020
2/15/2020,Irbid,vegetables and fruits,Spinach,KG,0.37,2/15/2020
2/15/2020,Irbid,vegetables and fruits,Tomatoes,KG,0.44,2/15/2020
2/15/2020,Jarash,cereals and tubers,Bread (pita),KG,0.32,2/15/2020
2/15/2020,Jarash,cereals and tubers,Bulgur,KG,0.71,2/15/2020
2/15/2020,Jarash,cereals and tubers,Pasta,300 G,0.34,2/15/2020
2/15/2020,Jarash,cereals and tubers,Potatoes,KG,0.56,2/15/2020
2/15/2020,Jarash,cereals and tubers,Rice (imported),KG,1.3,2/15/2020
2/15/2020,Jarash,cereals and tubers,Wheat flour,1.5 KG,0.81,2/15/2020
2/15/2020,Jarash,"meat, fish and eggs",Eggs,2 KG,2,2/15/2020
2/15/2020,Jarash,"meat, fish and eggs","Fish (tuna, canned)",170 G,1,2/15/2020
2/15/2020,Jarash,"meat, fish and eggs",Meat (beef),KG,8.5,2/15/2020
2/15/2020,Jarash,"meat, fish and eggs",Meat (chicken),KG,1.85,2/15/2020
2/15/2020,Jarash,"meat, fish and eggs","Meat (chicken, whole)",KG,1.31,2/15/2020
2/15/2020,Jarash,"meat, fish and eggs",Meat (lamb),KG,9.94,2/15/2020
2/15/2020,Jarash,milk and dairy,Cheese (picon),160 G,0.82,2/15/2020
2/15/2020,Jarash,milk and dairy,"Cheese (white, boiled)",KG,6,2/15/2020
2/15/2020,Jarash,milk and dairy,Milk (pasteurized),L,1.2,2/15/2020
2/15/2020,Jarash,milk and dairy,Milk (powder),0.8 KG,3.27,2/15/2020
2/15/2020,Jarash,miscellaneous food,Salt (iodised),750 G,0.29,2/15/2020
2/15/2020,Jarash,miscellaneous food,Sugar,KG,0.65,2/15/2020
2/15/2020,Jarash,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Jarash,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Jarash,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Jarash,oil and fats,Oil (olive),L,6.38,2/15/2020
2/15/2020,Jarash,oil and fats,Oil (vegetable),1.8 L,1.72,2/15/2020
2/15/2020,Jarash,pulses and nuts,"Beans (fava, dry)",KG,1.34,2/15/2020
2/15/2020,Jarash,pulses and nuts,Chickpeas,KG,1.32,2/15/2020
2/15/2020,Jarash,pulses and nuts,Lentils,KG,0.87,2/15/2020
2/15/2020,Jarash,vegetables and fruits,Apples (red),KG,1.32,2/15/2020
2/15/2020,Jarash,vegetables and fruits,Bananas,KG,1.24,2/15/2020
2/15/2020,Jarash,vegetables and fruits,Cucumbers,KG,0.69,2/15/2020
2/15/2020,Jarash,vegetables and fruits,Garlic,KG,3.22,2/15/2020
2/15/2020,Jarash,vegetables and fruits,Onions,KG,0.73,2/15/2020
2/15/2020,Jarash,vegetables and fruits,Spinach,KG,0.31,2/15/2020
2/15/2020,Jarash,vegetables and fruits,Tomatoes,KG,0.41,2/15/2020
2/15/2020,Maan,cereals and tubers,Bread (pita),KG,0.32,2/15/2020
2/15/2020,Maan,cereals and tubers,Bulgur,KG,0.94,2/15/2020
2/15/2020,Maan,cereals and tubers,Pasta,300 G,0.34,2/15/2020
2/15/2020,Maan,cereals and tubers,Potatoes,KG,0.61,2/15/2020
2/15/2020,Maan,cereals and tubers,Rice (imported),KG,1.18,2/15/2020
2/15/2020,Maan,cereals and tubers,Wheat flour,1.5 KG,0.85,2/15/2020
2/15/2020,Maan,"meat, fish and eggs",Eggs,2 KG,2.18,2/15/2020
2/15/2020,Maan,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.95,2/15/2020
2/15/2020,Maan,"meat, fish and eggs",Meat (beef),KG,7.98,2/15/2020
2/15/2020,Maan,"meat, fish and eggs",Meat (chicken),KG,2.37,2/15/2020
2/15/2020,Maan,"meat, fish and eggs","Meat (chicken, whole)",KG,1.4,2/15/2020
2/15/2020,Maan,"meat, fish and eggs",Meat (lamb),KG,9.55,2/15/2020
2/15/2020,Maan,milk and dairy,Cheese (picon),160 G,0.73,2/15/2020
2/15/2020,Maan,milk and dairy,"Cheese (white, boiled)",KG,5.07,2/15/2020
2/15/2020,Maan,milk and dairy,Milk (pasteurized),L,1.13,2/15/2020
2/15/2020,Maan,milk and dairy,Milk (powder),0.8 KG,3.36,2/15/2020
2/15/2020,Maan,miscellaneous food,Salt (iodised),750 G,0.24,2/15/2020
2/15/2020,Maan,miscellaneous food,Sugar,KG,0.7,2/15/2020
2/15/2020,Maan,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Maan,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Maan,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Maan,oil and fats,Oil (olive),L,6.17,2/15/2020
2/15/2020,Maan,oil and fats,Oil (vegetable),1.8 L,1.74,2/15/2020
2/15/2020,Maan,pulses and nuts,"Beans (fava, dry)",KG,1.2,2/15/2020
2/15/2020,Maan,pulses and nuts,Chickpeas,KG,2.31,2/15/2020
2/15/2020,Maan,vegetables and fruits,Apples (red),KG,1.07,2/15/2020
2/15/2020,Maan,vegetables and fruits,Bananas,KG,1.03,2/15/2020
2/15/2020,Maan,vegetables and fruits,Cucumbers,KG,0.57,2/15/2020
2/15/2020,Maan,vegetables and fruits,Garlic,KG,2.8,2/15/2020
2/15/2020,Maan,vegetables and fruits,Onions,KG,0.61,2/15/2020
2/15/2020,Maan,vegetables and fruits,Spinach,KG,0.62,2/15/2020
2/15/2020,Maan,vegetables and fruits,Tomatoes,KG,0.37,2/15/2020
2/15/2020,Madaba,cereals and tubers,Bread (pita),KG,0.32,2/15/2020
2/15/2020,Madaba,cereals and tubers,Bulgur,KG,0.95,2/15/2020
2/15/2020,Madaba,cereals and tubers,Pasta,300 G,0.36,2/15/2020
2/15/2020,Madaba,cereals and tubers,Potatoes,KG,0.61,2/15/2020
2/15/2020,Madaba,cereals and tubers,Rice (imported),KG,1.39,2/15/2020
2/15/2020,Madaba,cereals and tubers,Wheat flour,1.5 KG,0.87,2/15/2020
2/15/2020,Madaba,"meat, fish and eggs",Eggs,2 KG,2.25,2/15/2020
2/15/2020,Madaba,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.96,2/15/2020
2/15/2020,Madaba,"meat, fish and eggs",Meat (beef),KG,8.75,2/15/2020
2/15/2020,Madaba,"meat, fish and eggs",Meat (chicken),KG,1.49,2/15/2020
2/15/2020,Madaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.35,2/15/2020
2/15/2020,Madaba,"meat, fish and eggs",Meat (lamb),KG,8.75,2/15/2020
2/15/2020,Madaba,milk and dairy,Cheese (picon),160 G,0.79,2/15/2020
2/15/2020,Madaba,milk and dairy,"Cheese (white, boiled)",KG,5.75,2/15/2020
2/15/2020,Madaba,milk and dairy,Milk (pasteurized),L,1.02,2/15/2020
2/15/2020,Madaba,milk and dairy,Milk (powder),0.8 KG,3.32,2/15/2020
2/15/2020,Madaba,miscellaneous food,Salt (iodised),750 G,0.27,2/15/2020
2/15/2020,Madaba,miscellaneous food,Sugar,KG,0.7,2/15/2020
2/15/2020,Madaba,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Madaba,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Madaba,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Madaba,oil and fats,Oil (olive),L,6.8,2/15/2020
2/15/2020,Madaba,oil and fats,Oil (vegetable),1.8 L,1.92,2/15/2020
2/15/2020,Madaba,pulses and nuts,"Beans (fava, dry)",KG,1.23,2/15/2020
2/15/2020,Madaba,pulses and nuts,Chickpeas,KG,1.8,2/15/2020
2/15/2020,Madaba,pulses and nuts,Lentils,KG,0.88,2/15/2020
2/15/2020,Madaba,vegetables and fruits,Apples (red),KG,1.27,2/15/2020
2/15/2020,Madaba,vegetables and fruits,Bananas,KG,1,2/15/2020
2/15/2020,Madaba,vegetables and fruits,Cucumbers,KG,0.58,2/15/2020
2/15/2020,Madaba,vegetables and fruits,Garlic,KG,3.03,2/15/2020
2/15/2020,Madaba,vegetables and fruits,Onions,KG,0.71,2/15/2020
2/15/2020,Madaba,vegetables and fruits,Spinach,KG,0.35,2/15/2020
2/15/2020,Madaba,vegetables and fruits,Tomatoes,KG,0.47,2/15/2020
2/15/2020,Zarqa,cereals and tubers,Bread (pita),KG,0.32,2/15/2020
2/15/2020,Zarqa,cereals and tubers,Bulgur,KG,0.85,2/15/2020
2/15/2020,Zarqa,cereals and tubers,Pasta,300 G,0.33,2/15/2020
2/15/2020,Zarqa,cereals and tubers,Potatoes,KG,0.51,2/15/2020
2/15/2020,Zarqa,cereals and tubers,Rice (imported),KG,1.2,2/15/2020
2/15/2020,Zarqa,cereals and tubers,Wheat flour,1.5 KG,0.78,2/15/2020
2/15/2020,Zarqa,"meat, fish and eggs",Eggs,2 KG,1.99,2/15/2020
2/15/2020,Zarqa,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.95,2/15/2020
2/15/2020,Zarqa,"meat, fish and eggs",Meat (beef),KG,9,2/15/2020
2/15/2020,Zarqa,"meat, fish and eggs",Meat (chicken),KG,2.22,2/15/2020
2/15/2020,Zarqa,"meat, fish and eggs","Meat (chicken, whole)",KG,1.15,2/15/2020
2/15/2020,Zarqa,"meat, fish and eggs",Meat (lamb),KG,9,2/15/2020
2/15/2020,Zarqa,milk and dairy,Cheese (picon),160 G,0.68,2/15/2020
2/15/2020,Zarqa,milk and dairy,"Cheese (white, boiled)",KG,5,2/15/2020
2/15/2020,Zarqa,milk and dairy,Milk (pasteurized),L,1.18,2/15/2020
2/15/2020,Zarqa,milk and dairy,Milk (powder),0.8 KG,3,2/15/2020
2/15/2020,Zarqa,miscellaneous food,Salt (iodised),750 G,0.25,2/15/2020
2/15/2020,Zarqa,miscellaneous food,Sugar,KG,0.5,2/15/2020
2/15/2020,Zarqa,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Zarqa,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Zarqa,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Zarqa,oil and fats,Oil (olive),L,6.5,2/15/2020
2/15/2020,Zarqa,oil and fats,Oil (vegetable),1.8 L,1.7,2/15/2020
2/15/2020,Zarqa,pulses and nuts,"Beans (fava, dry)",KG,1.45,2/15/2020
2/15/2020,Zarqa,pulses and nuts,Chickpeas,KG,1.75,2/15/2020
2/15/2020,Zarqa,pulses and nuts,Lentils,KG,1.15,2/15/2020
2/15/2020,Zarqa,vegetables and fruits,Apples (red),KG,1.29,2/15/2020
2/15/2020,Zarqa,vegetables and fruits,Bananas,KG,0.98,2/15/2020
2/15/2020,Zarqa,vegetables and fruits,Cucumbers,KG,0.53,2/15/2020
2/15/2020,Zarqa,vegetables and fruits,Garlic,KG,3.52,2/15/2020
2/15/2020,Zarqa,vegetables and fruits,Onions,KG,0.56,2/15/2020
2/15/2020,Zarqa,vegetables and fruits,Spinach,KG,0.27,2/15/2020
2/15/2020,Zarqa,vegetables and fruits,Tomatoes,KG,0.44,2/15/2020
3/15/2020,Ajloun,cereals and tubers,Bread (pita),KG,0.32,3/15/2020
3/15/2020,Ajloun,cereals and tubers,Bulgur,KG,0.74,3/15/2020
3/15/2020,Ajloun,cereals and tubers,Pasta,300 G,0.35,3/15/2020
3/15/2020,Ajloun,cereals and tubers,Potatoes,KG,0.65,3/15/2020
3/15/2020,Ajloun,cereals and tubers,Rice (imported),KG,1.28,3/15/2020
3/15/2020,Ajloun,cereals and tubers,Wheat flour,1.5 KG,0.84,3/15/2020
3/15/2020,Ajloun,"meat, fish and eggs",Eggs,2 KG,2.5,3/15/2020
3/15/2020,Ajloun,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.99,3/15/2020
3/15/2020,Ajloun,"meat, fish and eggs",Meat (beef),KG,8.5,3/15/2020
3/15/2020,Ajloun,"meat, fish and eggs",Meat (chicken),KG,1.9,3/15/2020
3/15/2020,Ajloun,"meat, fish and eggs","Meat (chicken, whole)",KG,1.85,3/15/2020
3/15/2020,Ajloun,"meat, fish and eggs",Meat (lamb),KG,11,3/15/2020
3/15/2020,Ajloun,milk and dairy,Cheese (picon),160 G,0.84,3/15/2020
3/15/2020,Ajloun,milk and dairy,"Cheese (white, boiled)",KG,6,3/15/2020
3/15/2020,Ajloun,milk and dairy,Milk (pasteurized),L,1.2,3/15/2020
3/15/2020,Ajloun,milk and dairy,Milk (powder),0.8 KG,3.22,3/15/2020
3/15/2020,Ajloun,miscellaneous food,Salt (iodised),750 G,0.28,3/15/2020
3/15/2020,Ajloun,miscellaneous food,Sugar,KG,0.66,3/15/2020
3/15/2020,Ajloun,non-food,Fuel (gas),12.5 KG,7,3/15/2020
3/15/2020,Ajloun,non-food,Fuel (kerosene),L,0.56,3/15/2020
3/15/2020,Ajloun,non-food,Fuel (petrol-gasoline),L,0.74,3/15/2020
3/15/2020,Ajloun,oil and fats,Oil (olive),L,6.38,3/15/2020
3/15/2020,Ajloun,oil and fats,Oil (vegetable),1.8 L,1.75,3/15/2020
3/15/2020,Ajloun,pulses and nuts,"Beans (fava, dry)",KG,1.38,3/15/2020
3/15/2020,Ajloun,pulses and nuts,Chickpeas,KG,1.32,3/15/2020
3/15/2020,Ajloun,pulses and nuts,Lentils,KG,0.8,3/15/2020
3/15/2020,Ajloun,vegetables and fruits,Apples (red),KG,1.43,3/15/2020
3/15/2020,Ajloun,vegetables and fruits,Bananas,KG,1.2,3/15/2020
3/15/2020,Ajloun,vegetables and fruits,Cucumbers,KG,0.72,3/15/2020
3/15/2020,Ajloun,vegetables and fruits,Garlic,KG,3.23,3/15/2020
3/15/2020,Ajloun,vegetables and fruits,Onions,KG,0.76,3/15/2020
3/15/2020,Ajloun,vegetables and fruits,Oranges (big size),KG,1.5,3/15/2020
3/15/2020,Ajloun,vegetables and fruits,Spinach,KG,0.39,3/15/2020
3/15/2020,Ajloun,vegetables and fruits,Tomatoes,KG,0.48,3/15/2020
3/15/2020,Al Aqaba,cereals and tubers,Bread (pita),KG,0.32,3/15/2020
3/15/2020,Al Aqaba,cereals and tubers,Bulgur,KG,0.96,3/15/2020
3/15/2020,Al Aqaba,cereals and tubers,Pasta,300 G,0.35,3/15/2020
3/15/2020,Al Aqaba,cereals and tubers,Potatoes,KG,0.62,3/15/2020
3/15/2020,Al Aqaba,cereals and tubers,Rice (imported),KG,1.24,3/15/2020
3/15/2020,Al Aqaba,cereals and tubers,Wheat flour,1.5 KG,0.9,3/15/2020
3/15/2020,Al Aqaba,"meat, fish and eggs",Eggs,2 KG,2.5,3/15/2020
3/15/2020,Al Aqaba,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.95,3/15/2020
3/15/2020,Al Aqaba,"meat, fish and eggs",Meat (beef),KG,8.5,3/15/2020
3/15/2020,Al Aqaba,"meat, fish and eggs",Meat (chicken),KG,2.42,3/15/2020
3/15/2020,Al Aqaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.6,3/15/2020
3/15/2020,Al Aqaba,"meat, fish and eggs",Meat (lamb),KG,11,3/15/2020
3/15/2020,Al Aqaba,milk and dairy,Cheese (picon),160 G,0.76,3/15/2020
3/15/2020,Al Aqaba,milk and dairy,"Cheese (white, boiled)",KG,6,3/15/2020
3/15/2020,Al Aqaba,milk and dairy,Milk (pasteurized),L,1.15,3/15/2020
3/15/2020,Al Aqaba,milk and dairy,Milk (powder),0.8 KG,3.55,3/15/2020
3/15/2020,Al Aqaba,miscellaneous food,Salt (iodised),750 G,0.28,3/15/2020
3/15/2020,Al Aqaba,miscellaneous food,Sugar,KG,0.67,3/15/2020
3/15/2020,Al Aqaba,non-food,Fuel (gas),12.5 KG,7,3/15/2020
3/15/2020,Al Aqaba,non-food,Fuel (kerosene),L,0.56,3/15/2020
3/15/2020,Al Aqaba,non-food,Fuel (petrol-gasoline),L,0.74,3/15/2020
3/15/2020,Al Aqaba,oil and fats,Oil (olive),L,7.61,3/15/2020
3/15/2020,Al Aqaba,oil and fats,Oil (vegetable),1.8 L,1.83,3/15/2020
3/15/2020,Al Aqaba,pulses and nuts,"Beans (fava, dry)",KG,1.55,3/15/2020
3/15/2020,Al Aqaba,pulses and nuts,Chickpeas,KG,1.86,3/15/2020
3/15/2020,Al Aqaba,pulses and nuts,Lentils,KG,1.2,3/15/2020
3/15/2020,Al Aqaba,vegetables and fruits,Apples (red),KG,1.2,3/15/2020
3/15/2020,Al Aqaba,vegetables and fruits,Bananas,KG,1,3/15/2020
3/15/2020,Al Aqaba,vegetables and fruits,Cucumbers,KG,0.7,3/15/2020
3/15/2020,Al Aqaba,vegetables and fruits,Garlic,KG,2.8,3/15/2020
3/15/2020,Al Aqaba,vegetables and fruits,Onions,KG,0.7,3/15/2020
3/15/2020,Al Aqaba,vegetables and fruits,Oranges (big size),KG,1.5,3/15/2020
3/15/2020,Al Aqaba,vegetables and fruits,Spinach,KG,0.35,3/15/2020
3/15/2020,Al Aqaba,vegetables and fruits,Tomatoes,KG,0.43,3/15/2020
3/15/2020,Al Balqa,cereals and tubers,Bread (pita),KG,0.32,3/15/2020
3/15/2020,Al Balqa,cereals and tubers,Bulgur,KG,1,3/15/2020
3/15/2020,Al Balqa,cereals and tubers,Pasta,300 G,0.36,3/15/2020
3/15/2020,Al Balqa,cereals and tubers,Potatoes,KG,0.7,3/15/2020
3/15/2020,Al Balqa,cereals and tubers,Rice (imported),KG,1.26,3/15/2020
3/15/2020,Al Balqa,cereals and tubers,Wheat flour,1.5 KG,0.91,3/15/2020
3/15/2020,Al Balqa,"meat, fish and eggs",Eggs,2 KG,2.5,3/15/2020
3/15/2020,Al Balqa,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.99,3/15/2020
3/15/2020,Al Balqa,"meat, fish and eggs",Meat (beef),KG,8.5,3/15/2020
3/15/2020,Al Balqa,"meat, fish and eggs",Meat (chicken),KG,2.6,3/15/2020
3/15/2020,Al Balqa,"meat, fish and eggs","Meat (chicken, whole)",KG,2.25,3/15/2020
3/15/2020,Al Balqa,"meat, fish and eggs",Meat (lamb),KG,10,3/15/2020
3/15/2020,Al Balqa,milk and dairy,Cheese (picon),160 G,0.82,3/15/2020
3/15/2020,Al Balqa,milk and dairy,"Cheese (white, boiled)",KG,6,3/15/2020
3/15/2020,Al Balqa,milk and dairy,Milk (pasteurized),L,1.14,3/15/2020
3/15/2020,Al Balqa,milk and dairy,Milk (powder),0.8 KG,3.67,3/15/2020
3/15/2020,Al Balqa,miscellaneous food,Salt (iodised),750 G,0.25,3/15/2020
3/15/2020,Al Balqa,miscellaneous food,Sugar,KG,0.84,3/15/2020
3/15/2020,Al Balqa,non-food,Fuel (gas),12.5 KG,7,3/15/2020
3/15/2020,Al Balqa,non-food,Fuel (kerosene),L,0.56,3/15/2020
3/15/2020,Al Balqa,non-food,Fuel (petrol-gasoline),L,0.74,3/15/2020
3/15/2020,Al Balqa,oil and fats,Oil (olive),L,6.4,3/15/2020
3/15/2020,Al Balqa,oil and fats,Oil (vegetable),1.8 L,1.86,3/15/2020
3/15/2020,Al Balqa,pulses and nuts,"Beans (fava, dry)",KG,1.63,3/15/2020
3/15/2020,Al Balqa,pulses and nuts,Chickpeas,KG,2.5,3/15/2020
3/15/2020,Al Balqa,pulses and nuts,Lentils,KG,1.05,3/15/2020
3/15/2020,Al Balqa,vegetables and fruits,Apples (red),KG,1.65,3/15/2020
3/15/2020,Al Balqa,vegetables and fruits,Bananas,KG,1.1,3/15/2020
3/15/2020,Al Balqa,vegetables and fruits,Cucumbers,KG,0.75,3/15/2020
3/15/2020,Al Balqa,vegetables and fruits,Garlic,KG,3,3/15/2020
3/15/2020,Al Balqa,vegetables and fruits,Onions,KG,0.72,3/15/2020
3/15/2020,Al Balqa,vegetables and fruits,Spinach,KG,0.4,3/15/2020
3/15/2020,Al Balqa,vegetables and fruits,Tomatoes,KG,0.46,3/15/2020
3/15/2020,Al Karak,cereals and tubers,Bread (pita),KG,0.32,3/15/2020
3/15/2020,Al Karak,cereals and tubers,Bulgur,KG,1.01,3/15/2020
3/15/2020,Al Karak,cereals and tubers,Pasta,300 G,0.45,3/15/2020
3/15/2020,Al Karak,cereals and tubers,Potatoes,KG,0.65,3/15/2020
3/15/2020,Al Karak,cereals and tubers,Rice (imported),KG,1.3,3/15/2020
3/15/2020,Al Karak,cereals and tubers,Wheat flour,1.5 KG,1,3/15/2020
3/15/2020,Al Karak,"meat, fish and eggs",Eggs,2 KG,2.5,3/15/2020
3/15/2020,Al Karak,"meat, fish and eggs","Fish (tuna, canned)",170 G,1,3/15/2020
3/15/2020,Al Karak,"meat, fish and eggs",Meat (beef),KG,7.5,3/15/2020
3/15/2020,Al Karak,"meat, fish and eggs",Meat (chicken),KG,2.33,3/15/2020
3/15/2020,Al Karak,"meat, fish and eggs","Meat (chicken, whole)",KG,2,3/15/2020
3/15/2020,Al Karak,"meat, fish and eggs",Meat (lamb),KG,9.5,3/15/2020
3/15/2020,Al Karak,milk and dairy,Cheese (picon),160 G,0.78,3/15/2020
3/15/2020,Al Karak,milk and dairy,"Cheese (white, boiled)",KG,5.75,3/15/2020
3/15/2020,Al Karak,milk and dairy,Milk (pasteurized),L,1.2,3/15/2020
3/15/2020,Al Karak,milk and dairy,Milk (powder),0.8 KG,3.5,3/15/2020
3/15/2020,Al Karak,miscellaneous food,Salt (iodised),750 G,0.3,3/15/2020
3/15/2020,Al Karak,miscellaneous food,Sugar,KG,0.7,3/15/2020
3/15/2020,Al Karak,non-food,Fuel (gas),12.5 KG,7,3/15/2020
3/15/2020,Al Karak,non-food,Fuel (kerosene),L,0.56,3/15/2020
3/15/2020,Al Karak,non-food,Fuel (petrol-gasoline),L,0.74,3/15/2020
3/15/2020,Al Karak,oil and fats,Oil (olive),L,6.25,3/15/2020
3/15/2020,Al Karak,oil and fats,Oil (vegetable),1.8 L,1.81,3/15/2020
3/15/2020,Al Karak,pulses and nuts,"Beans (fava, dry)",KG,1.36,3/15/2020
3/15/2020,Al Karak,pulses and nuts,Chickpeas,KG,2.23,3/15/2020
3/15/2020,Al Karak,pulses and nuts,Lentils,KG,1.69,3/15/2020
3/15/2020,Al Karak,vegetables and fruits,Apples (red),KG,1.25,3/15/2020
3/15/2020,Al Karak,vegetables and fruits,Bananas,KG,1.25,3/15/2020
3/15/2020,Al Karak,vegetables and fruits,Cucumbers,KG,0.7,3/15/2020
3/15/2020,Al Karak,vegetables and fruits,Garlic,KG,3.18,3/15/2020
3/15/2020,Al Karak,vegetables and fruits,Onions,KG,0.8,3/15/2020
3/15/2020,Al Karak,vegetables and fruits,Oranges (big size),KG,1.5,3/15/2020
3/15/2020,Al Karak,vegetables and fruits,Spinach,KG,0.58,3/15/2020
3/15/2020,Al Karak,vegetables and fruits,Tomatoes,KG,0.5,3/15/2020
3/15/2020,Al Mafraq,cereals and tubers,Bread (pita),KG,0.33,3/15/2020
3/15/2020,Al Mafraq,cereals and tubers,Bulgur,KG,0.69,3/15/2020
3/15/2020,Al Mafraq,cereals and tubers,Pasta,300 G,0.35,3/15/2020
3/15/2020,Al Mafraq,cereals and tubers,Potatoes,KG,0.65,3/15/2020
3/15/2020,Al Mafraq,cereals and tubers,Rice (imported),KG,1.33,3/15/2020
3/15/2020,Al Mafraq,cereals and tubers,Wheat flour,1.5 KG,0.79,3/15/2020
3/15/2020,Al Mafraq,"meat, fish and eggs",Eggs,2 KG,2.5,3/15/2020
3/15/2020,Al Mafraq,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.98,3/15/2020
3/15/2020,Al Mafraq,"meat, fish and eggs",Meat (beef),KG,8.5,3/15/2020
3/15/2020,Al Mafraq,"meat, fish and eggs",Meat (chicken),KG,1.85,3/15/2020
3/15/2020,Al Mafraq,"meat, fish and eggs","Meat (chicken, whole)",KG,1.7,3/15/2020
3/15/2020,Al Mafraq,"meat, fish and eggs",Meat (lamb),KG,11,3/15/2020
3/15/2020,Al Mafraq,milk and dairy,Cheese (picon),160 G,0.79,3/15/2020
3/15/2020,Al Mafraq,milk and dairy,"Cheese (white, boiled)",KG,6,3/15/2020
3/15/2020,Al Mafraq,milk and dairy,Milk (pasteurized),L,1.2,3/15/2020
3/15/2020,Al Mafraq,milk and dairy,Milk (powder),0.8 KG,3.46,3/15/2020
3/15/2020,Al Mafraq,miscellaneous food,Salt (iodised),750 G,0.28,3/15/2020
3/15/2020,Al Mafraq,miscellaneous food,Sugar,KG,0.75,3/15/2020
3/15/2020,Al Mafraq,non-food,Fuel (gas),12.5 KG,7,3/15/2020
3/15/2020,Al Mafraq,non-food,Fuel (kerosene),L,0.56,3/15/2020
3/15/2020,Al Mafraq,non-food,Fuel (petrol-gasoline),L,0.74,3/15/2020
3/15/2020,Al Mafraq,oil and fats,Oil (olive),L,6.43,3/15/2020
3/15/2020,Al Mafraq,oil and fats,Oil (vegetable),1.8 L,1.8,3/15/2020
3/15/2020,Al Mafraq,pulses and nuts,"Beans (fava, dry)",KG,1.59,3/15/2020
3/15/2020,Al Mafraq,pulses and nuts,Chickpeas,KG,1.31,3/15/2020
3/15/2020,Al Mafraq,pulses and nuts,Lentils,KG,0.96,3/15/2020
3/15/2020,Al Mafraq,vegetables and fruits,Apples (red),KG,1.45,3/15/2020
3/15/2020,Al Mafraq,vegetables and fruits,Bananas,KG,1.2,3/15/2020
3/15/2020,Al Mafraq,vegetables and fruits,Cucumbers,KG,0.75,3/15/2020
3/15/2020,Al Mafraq,vegetables and fruits,Garlic,KG,3.25,3/15/2020
3/15/2020,Al Mafraq,vegetables and fruits,Onions,KG,0.74,3/15/2020
3/15/2020,Al Mafraq,vegetables and fruits,Oranges (big size),KG,1.25,3/15/2020
3/15/2020,Al Mafraq,vegetables and fruits,Spinach,KG,0.35,3/15/2020
3/15/2020,Al Mafraq,vegetables and fruits,Tomatoes,KG,0.5,3/15/2020
3/15/2020,Al Tafilah,cereals and tubers,Bread (pita),KG,0.33,3/15/2020
3/15/2020,Al Tafilah,cereals and tubers,Bulgur,KG,0.84,3/15/2020
3/15/2020,Al Tafilah,cereals and tubers,Pasta,300 G,0.4,3/15/2020
3/15/2020,Al Tafilah,cereals and tubers,Potatoes,KG,0.6,3/15/2020
3/15/2020,Al Tafilah,cereals and tubers,Rice (imported),KG,1.17,3/15/2020
3/15/2020,Al Tafilah,cereals and tubers,Wheat flour,1.5 KG,1.08,3/15/2020
3/15/2020,Al Tafilah,"meat, fish and eggs",Eggs,2 KG,2.5,3/15/2020
3/15/2020,Al Tafilah,"meat, fish and eggs","Fish (tuna, canned)",170 G,1,3/15/2020
3/15/2020,Al Tafilah,"meat, fish and eggs",Meat (beef),KG,8,3/15/2020
3/15/2020,Al Tafilah,"meat, fish and eggs",Meat (chicken),KG,2.33,3/15/2020
3/15/2020,Al Tafilah,"meat, fish and eggs","Meat (chicken, whole)",KG,2,3/15/2020
3/15/2020,Al Tafilah,"meat, fish and eggs",Meat (lamb),KG,9.5,3/15/2020
3/15/2020,Al Tafilah,milk and dairy,Cheese (picon),160 G,0.78,3/15/2020
3/15/2020,Al Tafilah,milk and dairy,"Cheese (white, boiled)",KG,6,3/15/2020
3/15/2020,Al Tafilah,milk and dairy,Milk (pasteurized),L,1.13,3/15/2020
