date,market,category,commodity,unit,price,H-date
6/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.92,7/08/1434
6/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.48,7/08/1434
6/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.75,7/08/1434
6/15/2013,National Average,pulses and nuts,Lentils,KG,1.32,7/08/1434
6/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.31,7/08/1434
6/15/2013,National Average,vegetables and fruits,Bananas,KG,0.85,7/08/1434
6/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.52,7/08/1434
6/15/2013,National Average,vegetables and fruits,Garlic,KG,2.4,7/08/1434
6/15/2013,National Average,vegetables and fruits,Onions,KG,0.56,7/08/1434
6/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.05,7/08/1434
6/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.65,7/08/1434
7/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,8/09/1434
7/15/2013,National Average,cereals and tubers,Potatoes,KG,0.83,8/09/1434
7/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.11,8/09/1434
7/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.51,8/09/1434
7/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.61,8/09/1434
7/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.5,8/09/1434
7/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.95,8/09/1434
7/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.25,8/09/1434
7/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.71,8/09/1434
7/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,8/09/1434
7/15/2013,National Average,miscellaneous food,Sugar,KG,0.76,8/09/1434
7/15/2013,National Average,oil and fats,Oil (olive),KG,4.86,8/09/1434
7/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.81,8/09/1434
7/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,8/09/1434
7/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.74,8/09/1434
7/15/2013,National Average,pulses and nuts,Lentils,KG,1.3,8/09/1434
7/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.3,8/09/1434
7/15/2013,National Average,vegetables and fruits,Bananas,KG,0.87,8/09/1434
7/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.55,8/09/1434
7/15/2013,National Average,vegetables and fruits,Garlic,KG,2.4,8/09/1434
7/15/2013,National Average,vegetables and fruits,Onions,KG,0.57,8/09/1434
7/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,0.91,8/09/1434
7/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.59,8/09/1434
8/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,9/10/1434
8/15/2013,National Average,cereals and tubers,Potatoes,KG,0.87,9/10/1434
8/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.11,9/10/1434
8/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.49,9/10/1434
8/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.41,9/10/1434
8/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.41,9/10/1434
8/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.69,9/10/1434
8/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,11.98,9/10/1434
8/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.92,9/10/1434
8/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,9/10/1434
8/15/2013,National Average,miscellaneous food,Sugar,KG,0.76,9/10/1434
8/15/2013,National Average,oil and fats,Oil (olive),KG,4.86,9/10/1434
8/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.81,9/10/1434
8/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,9/10/1434
8/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.73,9/10/1434
8/15/2013,National Average,pulses and nuts,Lentils,KG,1.3,9/10/1434
8/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.35,9/10/1434
8/15/2013,National Average,vegetables and fruits,Bananas,KG,0.88,9/10/1434
8/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.69,9/10/1434
8/15/2013,National Average,vegetables and fruits,Garlic,KG,2.57,9/10/1434
8/15/2013,National Average,vegetables and fruits,Onions,KG,0.64,9/10/1434
8/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.07,9/10/1434
8/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.58,9/10/1434
9/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,11/11/1434
9/15/2013,National Average,cereals and tubers,Potatoes,KG,0.88,11/11/1434
9/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.11,11/11/1434
9/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.49,11/11/1434
9/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.6,11/11/1434
9/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.24,11/11/1434
9/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.63,11/11/1434
9/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.05,11/11/1434
9/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.92,11/11/1434
9/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,11/11/1434
9/15/2013,National Average,miscellaneous food,Sugar,KG,0.76,11/11/1434
9/15/2013,National Average,oil and fats,Oil (olive),KG,4.86,11/11/1434
9/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.79,11/11/1434
9/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,11/11/1434
9/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.73,11/11/1434
9/15/2013,National Average,pulses and nuts,Lentils,KG,1.28,11/11/1434
9/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.43,11/11/1434
9/15/2013,National Average,vegetables and fruits,Bananas,KG,0.93,11/11/1434
9/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.78,11/11/1434
9/15/2013,National Average,vegetables and fruits,Garlic,KG,1.93,11/11/1434
9/15/2013,National Average,vegetables and fruits,Onions,KG,0.65,11/11/1434
9/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.14,11/11/1434
9/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.65,11/11/1434
10/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,11/12/1434
10/15/2013,National Average,cereals and tubers,Potatoes,KG,0.88,11/12/1434
10/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.12,11/12/1434
10/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.52,11/12/1434
10/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.57,11/12/1434
10/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.25,11/12/1434
10/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.57,11/12/1434
10/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.05,11/12/1434
10/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.92,11/12/1434
10/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,11/12/1434
10/15/2013,National Average,miscellaneous food,Sugar,KG,0.76,11/12/1434
10/15/2013,National Average,oil and fats,Oil (olive),KG,4.89,11/12/1434
10/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.79,11/12/1434
10/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,11/12/1434
10/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.69,11/12/1434
10/15/2013,National Average,pulses and nuts,Lentils,KG,1.28,11/12/1434
10/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.4,11/12/1434
10/15/2013,National Average,vegetables and fruits,Bananas,KG,0.88,11/12/1434
10/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.79,11/12/1434
10/15/2013,National Average,vegetables and fruits,Garlic,KG,2.06,11/12/1434
10/15/2013,National Average,vegetables and fruits,Onions,KG,0.59,11/12/1434
10/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.38,11/12/1434
10/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.77,11/12/1434
11/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,12/01/1435
11/15/2013,National Average,cereals and tubers,Potatoes,KG,0.95,12/01/1435
11/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.11,12/01/1435
11/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.54,12/01/1435
11/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.52,12/01/1435
11/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.23,12/01/1435
11/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.52,12/01/1435
11/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.14,12/01/1435
11/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,12/01/1435
11/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,12/01/1435
11/15/2013,National Average,miscellaneous food,Sugar,KG,0.74,12/01/1435
11/15/2013,National Average,oil and fats,Oil (olive),KG,4.89,12/01/1435
11/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.82,12/01/1435
11/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,12/01/1435
11/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.7,12/01/1435
11/15/2013,National Average,pulses and nuts,Lentils,KG,1.27,12/01/1435
11/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.41,12/01/1435
11/15/2013,National Average,vegetables and fruits,Bananas,KG,0.84,12/01/1435
11/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.56,12/01/1435
11/15/2013,National Average,vegetables and fruits,Garlic,KG,1.84,12/01/1435
11/15/2013,National Average,vegetables and fruits,Onions,KG,0.53,12/01/1435
11/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.35,12/01/1435
11/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.63,12/01/1435
12/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,12/02/1435
12/15/2013,National Average,cereals and tubers,Potatoes,KG,1,12/02/1435
12/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.22,12/02/1435
12/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.54,12/02/1435
12/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.63,12/02/1435
12/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.3,12/02/1435
12/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.55,12/02/1435
12/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.18,12/02/1435
12/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,12/02/1435
12/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,12/02/1435
12/15/2013,National Average,miscellaneous food,Sugar,KG,0.73,12/02/1435
12/15/2013,National Average,oil and fats,Oil (olive),KG,4.89,12/02/1435
12/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.8,12/02/1435
12/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,12/02/1435
12/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.7,12/02/1435
12/15/2013,National Average,pulses and nuts,Lentils,KG,1.27,12/02/1435
12/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.51,12/02/1435
12/15/2013,National Average,vegetables and fruits,Bananas,KG,0.86,12/02/1435
12/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.9,12/02/1435
12/15/2013,National Average,vegetables and fruits,Garlic,KG,1.74,12/02/1435
12/15/2013,National Average,vegetables and fruits,Onions,KG,0.55,12/02/1435
12/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.02,12/02/1435
12/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.5,12/02/1435
1/15/2014,National Average,cereals and tubers,Bread (pita),KG,0.17,14/03/1435
1/15/2014,National Average,cereals and tubers,Potatoes,KG,0.92,14/03/1435
1/15/2014,National Average,cereals and tubers,Rice (imported),KG,1.11,14/03/1435
1/15/2014,National Average,"meat, fish and eggs",Eggs,2 KG,3.54,14/03/1435
1/15/2014,National Average,"meat, fish and eggs",Meat (beef),KG,9.84,14/03/1435
1/15/2014,National Average,"meat, fish and eggs",Meat (chicken),KG,2.3,14/03/1435
1/15/2014,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.68,14/03/1435
1/15/2014,National Average,"meat, fish and eggs",Meat (lamb),KG,11.93,14/03/1435
1/15/2014,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,14/03/1435
1/15/2014,National Average,milk and dairy,Milk (pasteurized),L,1.16,14/03/1435
1/15/2014,National Average,miscellaneous food,Sugar,KG,0.73,14/03/1435
1/15/2014,National Average,oil and fats,Oil (olive),KG,4.92,14/03/1435
1/15/2014,National Average,oil and fats,Oil (vegetable),1.8 L,1.8,14/03/1435
1/15/2014,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.51,14/03/1435
1/15/2014,National Average,pulses and nuts,Chickpeas,KG,1.7,14/03/1435
1/15/2014,National Average,pulses and nuts,Lentils,KG,1.24,14/03/1435
1/15/2014,National Average,vegetables and fruits,Apples (red),KG,2.4,14/03/1435
1/15/2014,National Average,vegetables and fruits,Bananas,KG,0.88,14/03/1435
1/15/2014,National Average,vegetables and fruits,Cucumbers,KG,0.71,14/03/1435
1/15/2014,National Average,vegetables and fruits,Garlic,KG,1.69,14/03/1435
1/15/2014,National Average,vegetables and fruits,Onions,KG,0.51,14/03/1435
1/15/2014,National Average,vegetables and fruits,Tomatoes,KG,0.56,14/03/1435
2/15/2014,National Average,cereals and tubers,Bread (pita),KG,0.17,15/04/1435
2/15/2014,National Average,cereals and tubers,Potatoes,KG,0.76,15/04/1435
2/15/2014,National Average,cereals and tubers,Rice (imported),KG,1.22,15/04/1435
2/15/2014,National Average,"meat, fish and eggs",Eggs,2 KG,3.56,15/04/1435
2/15/2014,National Average,"meat, fish and eggs",Meat (beef),KG,9.5,15/04/1435
2/15/2014,National Average,"meat, fish and eggs",Meat (chicken),KG,2.34,15/04/1435
2/15/2014,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.9,15/04/1435
2/15/2014,National Average,"meat, fish and eggs",Meat (lamb),KG,11.83,15/04/1435
2/15/2014,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,15/04/1435
2/15/2014,National Average,milk and dairy,Milk (pasteurized),L,1.16,15/04/1435
2/15/2014,National Average,miscellaneous food,Sugar,KG,0.73,15/04/1435
2/15/2014,National Average,oil and fats,Oil (olive),KG,4.92,15/04/1435
2/15/2014,National Average,oil and fats,Oil (vegetable),1.8 L,1.79,15/04/1435
2/15/2014,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.54,15/04/1435
2/15/2014,National Average,pulses and nuts,Chickpeas,KG,1.81,15/04/1435
2/15/2014,National Average,pulses and nuts,Lentils,KG,1.25,15/04/1435
2/15/2014,National Average,vegetables and fruits,Apples (red),KG,2.36,15/04/1435
2/15/2014,National Average,vegetables and fruits,Bananas,KG,0.85,15/04/1435
2/15/2014,National Average,vegetables and fruits,Cucumbers,KG,0.73,15/04/1435
2/15/2014,National Average,vegetables and fruits,Garlic,KG,1.64,15/04/1435
2/15/2014,National Average,vegetables and fruits,Onions,KG,0.59,15/04/1435
2/15/2014,National Average,vegetables and fruits,Tomatoes,KG,0.57,15/04/1435
3/15/2014,National Average,cereals and tubers,Bread (pita),KG,0.17,14/05/1435
3/15/2014,National Average,cereals and tubers,Potatoes,KG,0.75,14/05/1435
3/15/2014,National Average,cereals and tubers,Rice (imported),KG,1.21,14/05/1435
3/15/2014,National Average,"meat, fish and eggs",Eggs,2 KG,3.59,14/05/1435
3/15/2014,National Average,"meat, fish and eggs",Meat (beef),KG,9.55,14/05/1435
3/15/2014,National Average,"meat, fish and eggs",Meat (chicken),KG,2.38,14/05/1435
3/15/2014,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.98,14/05/1435
3/15/2014,National Average,"meat, fish and eggs",Meat (lamb),KG,11.95,14/05/1435
3/15/2014,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,14/05/1435
3/15/2014,National Average,milk and dairy,Milk (pasteurized),L,1.16,14/05/1435
3/15/2014,National Average,miscellaneous food,Sugar,KG,0.73,14/05/1435
3/15/2014,National Average,oil and fats,Oil (olive),KG,4.92,14/05/1435
3/15/2014,National Average,oil and fats,Oil (vegetable),1.8 L,1.79,14/05/1435
3/15/2014,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.55,14/05/1435
3/15/2014,National Average,pulses and nuts,Chickpeas,KG,1.8,14/05/1435
3/15/2014,National Average,pulses and nuts,Lentils,KG,1.24,14/05/1435
3/15/2014,National Average,vegetables and fruits,Apples (red),KG,2.32,14/05/1435
3/15/2014,National Average,vegetables and fruits,Bananas,KG,0.85,14/05/1435
3/15/2014,National Average,vegetables and fruits,Cucumbers,KG,0.72,14/05/1435
3/15/2014,National Average,vegetables and fruits,Garlic,KG,1.65,14/05/1435
3/15/2014,National Average,vegetables and fruits,Onions,KG,0.68,14/05/1435
3/15/2014,National Average,vegetables and fruits,Oranges (big size),KG,0.99,14/05/1435
3/15/2014,National Average,vegetables and fruits,Tomatoes,KG,0.55,14/05/1435
4/15/2014,National Average,cereals and tubers,Bread (pita),KG,0.17,15/06/1435
4/15/2014,National Average,cereals and tubers,Potatoes,KG,0.72,15/06/1435
4/15/2014,National Average,cereals and tubers,Rice (imported),KG,1.21,15/06/1435
4/15/2014,National Average,"meat, fish and eggs",Eggs,2 KG,3.55,15/06/1435
4/15/2014,National Average,"meat, fish and eggs",Meat (beef),KG,9.37,15/06/1435
4/15/2014,National Average,"meat, fish and eggs",Meat (chicken),KG,2.38,15/06/1435
4/15/2014,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.9,15/06/1435
4/15/2014,National Average,"meat, fish and eggs",Meat (lamb),KG,11.83,15/06/1435
4/15/2014,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,15/06/1435
4/15/2014,National Average,milk and dairy,Milk (pasteurized),L,1.16,15/06/1435
4/15/2014,National Average,miscellaneous food,Sugar,KG,0.74,15/06/1435
4/15/2014,National Average,oil and fats,Oil (olive),KG,4.92,15/06/1435
4/15/2014,National Average,oil and fats,Oil (vegetable),1.8 L,1.78,15/06/1435
4/15/2014,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.55,15/06/1435
4/15/2014,National Average,pulses and nuts,Chickpeas,KG,1.75,15/06/1435
4/15/2014,National Average,pulses and nuts,Lentils,KG,1.17,15/06/1435
4/15/2014,National Average,vegetables and fruits,Apples (red),KG,2.39,15/06/1435
4/15/2014,National Average,vegetables and fruits,Bananas,KG,0.85,15/06/1435
4/15/2014,National Average,vegetables and fruits,Cucumbers,KG,0.58,15/06/1435
4/15/2014,National Average,vegetables and fruits,Garlic,KG,1.71,15/06/1435
4/15/2014,National Average,vegetables and fruits,Onions,KG,0.62,15/06/1435
4/15/2014,National Average,vegetables and fruits,Oranges (big size),KG,1.09,15/06/1435
4/15/2014,National Average,vegetables and fruits,Tomatoes,KG,0.59,15/06/1435
5/15/2014,National Average,cereals and tubers,Bread (pita),KG,0.17,16/07/1435
5/15/2014,National Average,cereals and tubers,Potatoes,KG,0.71,16/07/1435
